price,price_range_min,price_range_max,location,brand,model,km_driven,vehicle_type,engine_capacity,origin,description,age,Brand_Model
25,23,27,Quận Phú Nhuận,Honda,Spacy,25000,Tay ga,Trên 175 cc,Nhật Bản,"Bán xe HONDA FREEWAY 250cc Bán xe HONDA FREEWAY nhập Japan. Màu xang, 250cc. Quận Phú Nhuận",31,Honda Spacy
27.5,23.44,27.51,Quận Phú Nhuận,Honda,Winner X,23000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Winner V3 smartkey 2022 bstp chính chủ Cần bán 1 chiếc Winner V3 chính hãng Honda. Xe nhà sử dụng kĩ nên còn rất mới 95%, máy móc nguyên zin 100%. Xe đẹp ko vết trày, óc tán sáng. Xe đi được 23.000 km. Cặp vỏ zin theo xe còn chỉ xanh. Xe ngay chủ đứng bán nên sang tên chứng giấy trong ngày

Đ/c: 36/13 Cao Thắng p17 q.Phú Nhuận",3,Honda Winner X
16.8,16.03,18.82,Quận Phú Nhuận,Honda,PCX,250000,Tay ga,100 - 175 cc,Việt Nam,"Pcx ít sử dụng cần bán Chiêc PCX hàng nhập 3 cục của thái,chỉ việc đổ xăng,bảo dưỡng định kì.Nay cần bán cho rộng quán.Sang tên trong ngày.Giá 16tr8 - mọi chi tiết liên hệ : ***",14,Honda PCX
30,36.48,42.83,Quận Phú Nhuận,Honda,SH,43000,Tay ga,100 - 175 cc,Việt Nam,cần bán xe SH mode chính chủ Mìh cần bán lại xe SH mode đang sử dụng.mọi máy móc xe đều zin chứ thay hay sửa lốc máy xe.xe máy chính 1 chủ k xảy ra va chạm hay liên quan pháp luật nào.mọi vấn đề pháp lí đều bình thường.ai cần có thể liên hệ mìh trực tiếp xem xe tại nhà.cảm ơn.,11,Honda SH
32,28.79,33.8,Quận Phú Nhuận,Yamaha,Exciter,40000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"Bán Xe Ex155 VVA smartkey bs tỉnh chính chủ. Bán xe Ex155 VVA smartkey chính chủ bao sang tên ủy quyền. Xe chưa va quẹt đâm đụng, máy móc bao zin đầu nòng chưa đụng.",3,Yamaha Exciter
21,6.87,8.06,Quận Phú Nhuận,Honda,Wave,18,Xe số,100 - 175 cc,Việt Nam,"Bán xe Honda Wave 2012 * Xe mới dọn liền lạc đồ chơi chi tiết trên xe Ae zoom để kiểm tra, có những món đặt nguyên hộp ở nước ngoài về (đồng hồ, phuộc, pô,...)
* Máy móc canh chỉnh im như cún thở, hoàn thành xe đi được 18km (như odo).
* Xe mới sơn dọn mới đúng đồ hãng (trừ tem Crom tự thiết kế)
* Giấy tờ đầy đủ, đúng pháp lý, sang tên rẹc rẹc...

Anh, em ưng liên hệ em xem xe trực tiếp thương lượng bù trừ ép giá. Em Hiếu 16t. *** ***",13,Honda Wave
2.5,2.4,2.81,Quận Phú Nhuận,SYM,Attila,28000,Tay ga,100 - 175 cc,Đài Loan,"Xe ga Attila 125cc Bán xe Attila nữ xài kỹ,còn đầy đủ chức năng chưa qua sửa chữa,màu xám bạc. Fix nhẹ cho ngừoi có nhu càu mua nhanh! Xe chính chủ.",20,SYM Attila
24.5,58.73,68.95,Quận Phú Nhuận,Suzuki,Sport / Xipo,6000,Tay côn/Moto,100 - 175 cc,Thái Lan,"Bán xe Suzuki XÌ PO Bán xe Suzuki XÌ PO mới Keng từ máy mớc ra ngoài, mới keng nguyên xe.",26,Suzuki Sport / Xipo
4.6,4.34,5.09,Quận Phú Nhuận,SYM,Attila,40000,Tay ga,100 - 175 cc,Việt Nam,"Attila Fi 2013 cho ae cày bừa Nhà dư xe cần bán chiếc Attila fi đklđ 2013 bst 78 giấy tờ đầy đủ mua bán bao tranh chấp tại nhà
Mọi thứ như hình máy hơi kêu cò, mới thay cặp vỏ chưa được 500km 
Mọi chức năng điện đèn còi sử dụng bình thường

Cảm ơn chợ tốt duyệt tin",12,SYM Attila
5.8,4.18,4.9,Quận Phú Nhuận,Suzuki,Hayate,790000,Tay ga,100 - 175 cc,Nhật Bản,"Xe HAYATE FI Nhà có dư xe suzuki hayate fi , bình mới thay và bộ nồi xe luôn và cả cặp vỏ .Chỉ về đổ xăng là chạy thôi nha , còn đẹp lắm bán lại cho ai cần dùng tới nha ……",13,Suzuki Hayate
38,20.02,23.5,Quận Phú Nhuận,Honda,SH,30000,Tay ga,100 - 175 cc,Nước khác,"bán sh áo ý 2010 , 2 đĩa 3 pics , 2 đĩa lớn , FI . Sh xăng cơ full áo ý 
Zin 2010 ( áo zin ) 
Full choá zin 
Fi 
2 đĩa lớn , 3 pics , thắng full 2010 
Máy êm 
Không sôi nước 
Bao ngon 
Xe bstp 
Bao tranh chấp
Bao check gốc",23,Honda SH
99.999,324.3488545,380.7576387,Quận Phú Nhuận,Harley Davidson,Dyna,25000,Tay côn/Moto,Trên 175 cc,Mỹ,"2000 Harkey Davidson FXDX Dyna Xe nhập Mỹ, đã thay nhớt máy,hộp số,primary, thay bố thắng trước sau, thay 2 cặp bánh Dunlop trước sau mới tinh. Tình trạng hoàn hảo. Không sang tên,có cà vẹt.Xe trưng bày hoặc đi cafe. Đã trải nghiệm xong. Nhượng lại cho anh em giá tốt. 
Giá 99.999 tr",25,Harley Davidson Dyna
23.5,19.03,22.34,Quận Phú Nhuận,Honda,Spacy,77000,Tay ga,100 - 175 cc,Nhật Bản,cần bán xe spacy 1997 bstp có cccd chủ xe đi NN Xe spacy 125 cc xe nhật bản sản xuất năm 1997 bstp chính chủ mà chủ đi nước ngoài r có cccd củ xe đầy đủ máy móc êm mua về chạy thôi lh ***,28,Honda Spacy
21,17.08,20.05,Quận Phú Nhuận,Honda,Winner X,23145,Xe số,100 - 175 cc,Việt Nam,"Xe nhà đi rất kỷ, sang tên hợp lê Xe nhà đi rất kỷ, sang tên hợp lệ. Mua về là đi",5,Honda Winner X
4.7,6.06,7.11,Quận Phú Nhuận,Honda,Wave,7979,Xe số,100 - 175 cc,Nhật Bản,Xe wave đỏ đăng ký năm 2010 máy êm bình đề đầy đủ Cần đổi xe nên bán.xe mua về chỉ có việc đi.giấy tờ đầy đủ.bình đề đèn còn tốt.mua về ko cần làm gì hết.có bớt chút ít cho ai thiện chí,15,Honda Wave
39,30.13,35.37,Quận Phú Nhuận,Honda,Vario,34000,Tay ga,100 - 175 cc,Việt Nam,"vario 2019 chính chủ ít chạy đã lên 1 số đồ chơi Ít chạy nên e bán con vario 2019 150
Xe đã thay mâm 125 đen bóng . Sơn phuộc trước, nắp sau , cản đen bóng lên đĩa lớn heo đôi nisin, phuộc olins real , mạch tăng sáng , odo 34k km . Xe chính chủ nguyên zin từ máy đến nồi . Xem xe tại phú nhuận -hcm",6,Honda Vario
3.2,4.46,5.24,Quận Phú Nhuận,SYM,Angela,80000,Xe số,100 - 175 cc,Đang cập nhật,"Bán xe SYM Angel _ Chạy tốt _ Giấy tờ đầy đủ Cần bán xe SYM Angel

Không có chỗ để nên cần bán xe SYM Angel
Xe nhà đang chạy, đèn đóm đầy đủ.

Zalo: ***

Xem xe trực tiếp",22,SYM Angela
5,4.18,4.9,Quận Phú Nhuận,Suzuki,Hayate,40000,Tay ga,100 - 175 cc,Việt Nam,"Bán xe Hayate tại TPHCM Cần bán Hayate SS máy êm mạnh mới làm nồi, thay nhớt máy, nhớt láp, mọi chức năng điện hoạt động tốt giấy tờ hợp lệ bao tranh chấp. Ai cần liên hệ sdt ***",13,Suzuki Hayate
0.066,55.2,64.8,Quận Phú Nhuận,Honda,SH,35000,Tay ga,100 - 175 cc,Nhật Bản,"Cần bán SH 150 CBS Bien SG, ngay chủ đập thùng SH 150 CBS đklđ 2017

Biển SG, ngay chủ đập thùng công chứng nhanh

Ngoại hình đẹp leng keng, không tì vết

Máy nguyên zin chưa chạm, cực êm cực chuẩn

Cặp vỏ Dunlop dày cui hết mấy 🍠

Phụ kiện theo xe đầy đủ

Giá: 66 triệu
📞***",8,Honda SH
6.5,7.94,9.32,Quận Phú Nhuận,Honda,Wave,6666,Xe số,100 - 175 cc,Nhật Bản,"xe ít chạy Xe nhà ko chạy tới nên bán rẻ, xe rất đẹp, máy móc êm ngon, chức năng hoạt động tốt cả",11,Honda Wave
7.5,7.62,8.94,Quận Phú Nhuận,Honda,Air Blade,2000,Tay ga,100 - 175 cc,Đang cập nhật,"xe airblade màu đỏ đen Xe còn chạy nghiêm chỉnh , giấy tờ chính chủ , biển số xe thần tài , giá còn fix nhẹ cho anh em có thiện chí . Liên hệ trực tiếp số điện thoại",17,Honda Air Blade
33,39.18,45.99,Quận Phú Nhuận,Honda,SH,50000,Tay ga,100 - 175 cc,Việt Nam,"SH 2015 đen ít đi Dư dùng cần bán xe SH125 ( VN ) cavet 2015 chính chủ, biển số TP HCM đã chạy 50.000km. Xe còn tốt, chạy êm và mạnh. Giá 33tr",10,Honda SH
32,27.04,31.74,Quận Phú Nhuận,Honda,Future,10000,Xe số,100 - 175 cc,Đang cập nhật,"Bán xe honda Fute đời 2007 Nhà chật ko còn chổ để xe nữa, dư em honda này nên pass lại cho ai cần giá rất hạt dẻ , xe chính chủ còn đầy đủ giấy tờ mới vừa tân trang lại mới kít như xem đập thùng luôn",17,Honda Future
3.6,4.62,5.42,Quận Phú Nhuận,Yamaha,Mio,30000,Tay ga,100 - 175 cc,Nhật Bản,"Yamaha mio utimo,máy êm Cần bán xe máy êm,giấy tờ đủ,bst79.ai mua lh,thanks chợ tốt đăng tin.mấy a cò lái đòi xe đẹp,máy êm,giá rẻ thì em thua. Bán cho ng mua về dùng.",17,Yamaha Mio
8.5,9.73,11.42,Quận Phú Nhuận,Honda,Wave,35000,Xe số,100 - 175 cc,Nhật Bản,"Bán xe wave 110 2016 K9C xe cty giải thể thanh lý (cty có viết hợp đồng mua bán có kí tên đóng dấu cho mình - nhưng lúc đầu định để đi làm nên không ra công chứng, cà vẹt theo xe)
tình trạng : máy móc nguyên zin, êm - kim công tơ mét còn chạy, điện đóm ok, ngoại hình đẹp, mới rửa và thay nhớt và lột keo cũ dán lại tem mới.
xe để lâu hết bình acquy nên không đề được (thay bình là ok nhưng không đi thường và muốn bán nên không thay)
xe giá 8tr5 không bớt không giảm nên khỏi trả giá mất lòng - mất thời gian nhau.",9,Honda Wave
22.5,19.2,22.55,Quận Phú Nhuận,Yamaha,Freego,9000,Tay ga,100 - 175 cc,Nhật Bản,"yamaha freego cuối 2021 bản full xe đi 9000km
xe đẹp màu trắng
1 chủ 
công chứng mua bán uỷ quyền
bản full",4,Yamaha Freego
78,58.13,68.25,Quận Phú Nhuận,Honda,SH,46000,Tay ga,100 - 175 cc,Việt Nam,"Nhà dư xe nên bán Nhà không có nhu cầu sử dụng, bán lại cho ae nào cần.",7,Honda SH
4,3.96,4.65,Quận Phú Nhuận,SYM,Elizabeth,50000,Tay ga,100 - 175 cc,Việt Nam,"xe atila màu Hồng origin , Nữ đi Xe atila nử dùng, chưa sửa chữa gì đến máy, bào dưỡng chinh hảng.
Chỉ bán cho người sang tên , Công chứng ngay",14,SYM Elizabeth
16,15.31,17.97,Quận Phú Nhuận,Honda,Lead,9700,Tay ga,100 - 175 cc,Đang cập nhật,"Bán 1 xe Lead trắng máy gin. - Xe Lead trắng của hãng Honda, máy gin
- Giao xe tại Huỳnh Văn Bánh, Phú Nhuận, Tp.HCM
- Liên hệ chính chủ: *** - Ms Xuân",11,Honda Lead
19,17.81,20.91,Quận Phú Nhuận,Yamaha,Jupiter,10000,Xe số,100 - 175 cc,Việt Nam,"Bán Jupiter Finn, đen, thắng UBS, khóa smartkey Bán xe Jupiter Finn, đen, đã lên khóa smartkey, lên đèn Led, độ mới 98%, máy móc Zin, vỏ zin chưa thay, chính chủ, biển số Tp.HCM, đã đi 10.000km, đăng ký tháng 12/2023. giá bán 19 triệu (nhiệt tình thì fix xíu cafe). Ra hợp đồng mua bán (không ký ủy quyền).",2,Yamaha Jupiter
32.5,24.75,29.06,Quận Phú Nhuận,Honda,Winner X,8000,Tay côn/Moto,100 - 175 cc,Việt Nam,"WinnerX V3 ABS BSTP Chính Chủ xe đi ít giữ kĩ Xe em xe chính chủ công chứ liền cho anh chị nào muốn mua, Xe chạy chỉ 8000km xe em đi giữ kĩ nên còn mới
Tặng luôn cho anh chị cảng sau Givi
Giá Thương lượng",2,Honda Winner X
3.5,6.61,7.76,Quận Phú Nhuận,Honda,Cub,9999,Xe số,50 - 100 cc,Việt Nam,Xe chở hàng máy hon da waveS 110 Xe đang chạy giao hàng giờ nghỉ bán lại. Máy im zin ko độ . Có cà vẹt bao chanh chấp,44,Honda Cub
25.5,23.44,27.51,Quận Phú Nhuận,Honda,Winner X,19000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"BÁN XE WINNER X V3 biển số 92 QN như mới BÁN XE WINNER X V3 mua cuối năm 2022
- Odo: 19.000 km
- Xe đi cẩn thận, như mới
- Đã thay yên bao êm ái, có gắn sẵn thùng Givi tiện lợi
- Bảo hành, bảo dưỡng đầy đủ, yên tâm về chất lượng
- Biển số 92 - Quảng Nam
- Lý do bán: đổi sang tay ga cho vợ bầu đi chợ cho tiện",3,Honda Winner X
6.5,8.92,10.47,Quận Phú Nhuận,Yamaha,Nozza,6666,Tay ga,100 - 175 cc,Nhật Bản,"xe của e gái ko chạy nên bán E gái dư xe để lâu dưới hầm ko chạy tới nên bán, máy móc zin hoàn hảo, càvet hợp lệ chính chủ, xe chạy rất ngon và êm, bán rẻ cho ai cần dùng",11,Yamaha Nozza
8,9.73,11.42,Quận Phú Nhuận,Honda,Wave,15000,Xe số,50 - 100 cc,Nhật Bản,"wave 2016 xe thanh lý cty k9c bstp, máy im ru zin bảo dưỡng kỹ, xe keng, đang hết bình",9,Honda Wave
13,10.54,12.37,Quận Phú Nhuận,Honda,Vision,12000,Tay ga,100 - 175 cc,Việt Nam,Xe vison đen bạc Xe nhà đang chạy. Xe đẹp không vết trầy. Máy móc êm không 1 tiếng kêu. Ae quan tâm alo,13,Honda Vision
4.5,6.08,7.14,Quận Phú Nhuận,Yamaha,Mio,52000,Tay ga,100 - 175 cc,Nhật Bản,"Bán cho người cần Có thể thương lượng,xe còn ổn áp,ae cần thì lh.Vì mình đang tính chạy xanh sm nên muốn bán cho những ai cần.Giấy tờ đầy đủ bao tranh chấp.",9,Yamaha Mio
13,16.03,18.82,Quận Phú Nhuận,Honda,PCX,127000,Tay ga,100 - 175 cc,Thái Lan,"cần bán Honda pcx Thailand,sx 2011 màu ghi, Tôi chính chủ:
Cần bán Honda PCX 2011 Thailand,màu ghi bạc ,chạy 127k km,mới thay bộ nồi trước+ sau+ curoa, nhớt,cặp vỏ,dán keo toàn bộ ,có trầy xước nhiều,thương lượng",14,Honda PCX
30.5,24.75,29.06,Quận Phú Nhuận,Honda,Winner X,9000,Tay côn/Moto,100 - 175 cc,Việt Nam,"Bán xe Winner X V3 ABS đỏ nhám, BSTP 9 nút Bán xe Winner X V3 ABS đỏ nhám BSTP, date 2023
Xe 9000km, keo nguyên con, vỏ dày cui, bố thắng mới thay, mua là chạy, sang tên chính chủ.
Ai có nhu cầu liên hệ xem xe Phú Nhuận.
Miễn tiếp cò lái.",2,Honda Winner X
16,13.82,16.22,Quận Phú Nhuận,Yamaha,Sirius,1500,Xe số,100 - 175 cc,Nhật Bản,"Bán xe sirius chính hãng mua tháng 9 năm 24 Xe mua tháng 9 năm 24. 
Do đang kẹt tiền nên bán e nó vs giá 16tr cho ai cần xe này mình mua mới 23tr và mới đi 1600km xe tủ mềm nên giá thơm. Xe k vết xướp nhé bao zin len ken",1,Yamaha Sirius
22,18.47,21.68,Quận Phú Nhuận,Honda,Vision,40000,Tay ga,100 - 175 cc,Đang cập nhật,"chính chủ bán xe Xe chính chủ phụ nữ đi, công chứng mua bán hay uỷ quyền luôn trong ngày, xem xe tại nhà ở quận phú nhuận",7,Honda Vision
25,13.59,15.96,Quận Phú Nhuận,Honda,Future,10000,Xe số,100 - 175 cc,Việt Nam,"Bán FU2 Fu2 leng keng bs vĩnh long 9 chủ ký . 
Xe đẹp máy móc êm nhẹ . Bụng giữa zin",9,Honda Future
3.5,3.24,3.8,Quận Phú Nhuận,SYM,Attila,100000,Tay ga,100 - 175 cc,Việt Nam,"Bán xe Atila Nhà dư nên bán. Xe còn chạy bình thường, điện đề đầy đủ. Mới làm lại nồi. Có fix cho ae nhanh lẹ.",15,SYM Attila
72,55.2,64.8,Quận Phú Nhuận,Honda,SH,28000,Tay ga,100 - 175 cc,Việt Nam,"Bán xe SHi150 trắng VN Bán xe SHi150 Việt nam sx màu trắng, xe 1 đời chủ máy êm, đề nhạy nổ và siẻu lướt. Xe đẹp mới chưa đụng chạm máy...xem xe trực tiếp tại Phú nhuận. Tiếp người thiện chí.",8,Honda SH
59,43.05,50.54,Quận Phú Nhuận,Piaggio,Vespa,2400,Tay ga,100 - 175 cc,Việt Nam,"Bán xe vespa sprint 125 xe sử dụng rất kĩ,còn mới 98% odo 2.408km một đời chủ,a e cần mua thì gọi không tiếp tin nhắn,",3,Piaggio Vespa
14,14.49,17.01,Quận Phú Nhuận,Honda,Dream,43500,Xe số,50 - 100 cc,Thái Lan,"Xe Dream lùn nhập Thái zin nguyên bản, đời 96 Cần bán Xe dream lùn nhập Thái zin nguyên bản, đời 96
Biển số tphcm. 
Xe nhà đang sử dụng.
Sơn còn zin.Máy cực ngon ngay chủ bán.
Mua bán tại nhà giao cavet.",29,Honda Dream
38,11.96,14.04,Quận Phú Nhuận,Honda,67,99999,Tay côn/Moto,Dưới 50 cc,Đang cập nhật,"Em bán xe 67 Em có con xe theo em từ hồi học đại học đến giờ cũng 6-7 năm rồi. Cũng đi được 2 chuyến đà lạt các thứ. Đi lính 2 năm về thì hiện giờ em cũng tính chia tay em nó luôn. 
xe em chưa có thời gian dọn rữa lại ạ. À có cái yên xe bị sập cần bao lại mới.
xe sẵn ở hcm giấy tờ đầy đủ, khung sườn, máy móc vô tư. 
xe em thì cũng còn đồ zin nhiều dù rằng không zin theo xe bù lại thì xe chưa tai nạn cũng không hàn vá gì.
em tiễn em nó 38tr ạ. Xe em vẫn đang còn đi dây lưỡi gà. đồng hồ hình như là đợt em lắp của xe nào qua mà vẫn on on chạy đo được ạ. Đèn kèn xi nhanh không vấn đề gì cả
các anh các chú thiện cảm cứ xem thoải mái ạ
Sđt em ạ: *** (Nguyễn)",8,Honda 67
9.5,7.96,9.34,Quận Phú Nhuận,Hãng khác,Dòng khác,12000,Xe số,Dưới 50 cc,Trung Quốc,"Cần bán xe 50cc ko cần bằng lái Nhà dư xe nên cần bán xe 50cc cho học sinh
Xe còn mới khá đẹp 
Máy móc ổn định đi ít xem xe thương lượng",5,Hãng khác Dòng khác
22.5,13.96,16.39,Quận Phú Nhuận,Yamaha,Jupiter,9940,Xe số,100 - 175 cc,Việt Nam,"Bán xe Jupiter Finn Fi, odo 9940km, màu đen Xe Jupiter Finn Fi, 115cc, chạy lượt 9000km, màu đen, biển số Củ Chi, Tp.HCM, chính chủ, độ mới 90%, xe zin chưa làm gì hết, lên khóa Smartkey. bận việc, nên kg bao sang tên. Liên hệ coi xe *** (tôi tên Đặng)",1,Yamaha Jupiter
25,22.27,26.15,Quận Phú Nhuận,Piaggio,Vespa,35833,Tay ga,100 - 175 cc,Việt Nam,"Xe nhà đi rất kỹ, sang tên hợp lệ Xe nhà đi rất kỹ, sang tên hợp lệ.Niếu được ra công chứng sang tên liền",10,Piaggio Vespa
30,50.14,58.86,Quận Phú Nhuận,Honda,Vario,10000,Tay ga,100 - 175 cc,Thái Lan,"Xe Vario 2017 Vario 2017 , đã dọn màu xám xi măng , bstp , cà vẹt chủ cũ",8,Honda Vario
21.5,19.27,22.63,Quận Phú Nhuận,Honda,MSX 125,56999,Tay côn/Moto,100 - 175 cc,Thái Lan,"Honda MSX 125 Đỏ Nhập Thái 2017 BSPT Chính Chủ Honda MSX 125 Đỏ Nhập Thái 2017 BSPT Chính Chủ 
- Odo: 57000km
- Máy móc nguyên zin chưa qua sửa chữa
- Dàn ngoài như hình chưa qua tân trang
- BSTP Chính Chủ Uỷ Quyền hay Sang Tên đều được

Giá: 21tr5 còn bớt cho người thiện chí, thẳng thắn, mau lẹ

***Xe em mua lại, mua xong vợ sanh em bé nên trùm mền đến giờ không sử dụng
***Em không phải kẹt tiền mới bán nên anh em cò lái tha cho em khỏi ép giá mất thời gian của nhau.
***Trân trọng cảm ơn quý anh chị đã quan tâm và xem tin.",8,Honda MSX 125
2.9,5.1,5.98,Quận Phú Nhuận,Yamaha,Nouvo,30000,Tay ga,100 - 175 cc,Nhật Bản,"Yamaha noulvo lx 4 _máy zin chưa qua sữa chữa Cần bán xe noulvo lx4 ,xe dữ,zin nguyên bản,máy móc chưa qua sữa chữa .máy im ru ,chạy rất ngon.mua bán tại nhà bao chanh chấp.thanks chợ tốt đăng tin",13,Yamaha Nouvo
16.5,16.92,19.86,Quận Phú Nhuận,Honda,Vision,30000,Tay ga,100 - 175 cc,Nhật Bản,"Honda vision chính hãng ,chính chủ,máy êm zin Cần bán xe như hình,máy êm zin ,chạy ngon.giấy tờ đầy đủ,bst68,chính chủ công chứng.ai mua lh,thanks chợ tốt đăng tin.giá còn thương lượng.",8,Honda Vision
35,70.52,82.79,Quận Phú Nhuận,Yamaha,Dòng khác,4800,Xe số,100 - 175 cc,Đang cập nhật,"Yamaha PG1-Màu Cam - Odo 4.800 KM - Đăng ký 2024 Bán Yamaha PG1 - Chia sẽ Đam Mê !

🔥 Màu Cam | ODO 4.800 Km | Đăng ký 2024 | Xe Chính Chủ | Bảo Hành Chính Hãng 🔥

💥Điểm Nổi Bật Của Xe:💥

📌 Màu sắc cá tính: Màu Cam nổi bật, thu hút mọi ánh nhìn.

📌 Tình trạng hoàn hảo: Xe chính chủ, bảo dưỡng định kỳ, cam kết đúng như mô tả.

📌Phục kiện đẳng cấp: Hơn 30 phụ kiện được lắp thêm, nâng tầm trải nghiệm lái xe của bạn:

✅ Kính chắn gió Astront – Giúp giảm lực cản gió, tăng tốc mượt mà.
✅ Cảm biến áp suất lốp TPMS – Kiểm soát tốt tình trạng lốp
✅ Đèn LED 7 inch Soyavison + Đèn trợ sáng Kenzo – Tối ưu tầm nhìn rõ ràng, an toàn hơn trong đêm.
✅ Ốp pô e + lọc gió trong suốt màu Cam - Giúp xe nổi bật và thể hiện cá tính.
✅ Bugi Iridium - Tăng công suất động cơ và tiết kiệm xăng hiệu quả.
✅ Yên xe nệm + Bọc da thời trang - Tối ưu sự thoải mái, cảm giác êm ái hành trình dài.
✅ Baga đầu đèn trước, baga giữa, baga thùng hông, khung chống đổ + bảo vệ gầm máy Q.Tech – Chuẩn xe phượt.
✅ Thùng nhôm GS Adventure + Thùng nhiên liệu 3L – Tối ưu hành trình dài.
✅ Nhông sên dĩa Recto 42*15 + Sên vàng RK – Tối ưu tỷ số truyền động khỏi động mạnh mẽ - Giúp xe vận hành êm ái, bền bỉ.
✅ Và còn rất nhiều phụ kiện khác như Gù nâng ghi đông Motowolf, Bao tay nắm + ghi đông Protaper, Cặp kính JHC2, Giá đỡ điện thoại Acrunu, Ốp hông cacbon, Ốp chống nóng pô cacbon, Đũa cần số, Bảo vệ phuộc, heo dầu, cacte.

🔥 TẶNG KÈM toàn bộ phụ kiện zin theo xe! 🔥
💯 Cam kết xe đẹp như mô tả.

📌 Giá bán: 35.000.000 VND
📌 Xem xe tại nhà, sau giờ hành chính!",1,Yamaha Dòng khác
67.5,61.32,71.98,Quận Phú Nhuận,Yamaha,XSR,4156,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"xsr 155 2023 odo chuẩn 4000km ⚫️ YAMAHA XSR 155 ⚪️
◾️xe màu bạc đen
◾️Xe ĐKLĐ 2023 , biển số Sài Gòn 
◾️ Một chủ đập thùng sang tên ủy quyền đều được 
◾️Odo: 4156 km ( bao chuẩn odo ạ )
◾️Máy móc nguyên zin ( ae check hãng thoải mái )
◾️Xe đã được bên em check và detailing sạch sẽ từ trong ra ngoài.
💰 Giá 6x tr ae có quan tâm cứ liên hệ em để biết thêm thông tin xe nha ❤️
🏍 Bảo hành 12 tháng cho ae chơi thoải mái.
🏡 61 A Hoàng Văn Thụ. P15. Phú Nhuận. Tp.HCM
SĐT:*** ( em Đạt ạ )",2,Yamaha XSR
29.125,29.98,35.19,Quận Phú Nhuận,Honda,Scoopy,28900,Tay ga,100 - 175 cc,Thái Lan,"Xe Honda Scoopy 2022 đen xám chính chủ biển số 47 Xe mua tại Minh Long, đầy đủ giấy tờ. 
Xe đang chạy, bão dưỡng đầy đủ. 
Xem trực tiếp tại : 111 Trần Hữu Trang
Phú Nhuận, HCM ***",3,Honda Scoopy
20.3,16.92,19.86,Quận Phú Nhuận,Honda,Vision,29000,Tay ga,100 - 175 cc,Việt Nam,"chính chủ bán xe honda vision 2017 Mình chính chủ cần bán chiếc vision mua từ tháng 10-2017, biển số sài gòn
Đã lên vài món khi mua xe
- có lên mặt nạ sh và phụ kiện trang trí (mặt nạ gốc new của xe vẫn có cho bạn)
- vỏ xe michilin, (còn cặp vỏ vision new 90%)
Giao dịch : phú nhuận, tphcm",8,Honda Vision
9.7,13.94,16.37,Quận Phú Nhuận,Honda,Future,22000,Xe số,100 - 175 cc,Việt Nam,"HONDA FUTURE 2001 BSTP Cần bán honda future 2001 xe liền lạc máy êm chức năng đầy đủ , đã bảo dưỡng trước tết chỉ đô xăng là chạy. Bán bao tranh chấp (có giấy hợp đồng mua bán) a/e có nhu cầu lh ***",24,Honda Future
75,98.4,115.51,Quận Phú Nhuận,Honda,SH,30000,Tay ga,100 - 175 cc,Việt Nam,"bán SH xe chính chủ đi, máy móc nghiêm chỉnh, hàng việt nam mẫu Ý , xem xe quận gò vấp, mua bán tại nhà bao xem test xe",15,Honda SH
25,27.9,32.76,Quận Phú Nhuận,Honda,Lead,10000,Tay ga,100 - 175 cc,Việt Nam,"Xe tay ga Lead 125 fi 2021 vàng nâu chính chủ Cần bán xe Lead 125 fi vàng nâu, mua tháng 6 năm 2021, chính chủ.",4,Honda Lead
55,41.9,49.18,Quận Phú Nhuận,Yamaha,Exciter,44999,Tay côn/Moto,100 - 175 cc,Đang cập nhật,"Bán xe exciter 2010 5p71 zin mộc, chưa rớt đầu Cần ra đi con ex2010 5p71 biển số thành phố, chính chủ đứng tên",15,Yamaha Exciter
5.6,8.5,9.98,Quận Phú Nhuận,Suzuki,Xbike,50000,Xe số,100 - 175 cc,Nhật Bản,"XBIKE MÁY ZIN, GIẤY TỜ ĐẦY ĐỦ K9C - Xe hiện đang đi làm hằng ngày. Bị 1 lỗi *** là hết xăng không chạy được.
- Dàn áo tình trạng không đẹp như hình
- Máy móc chuẩn chỉ, không xì nhớt
*Đã thay:
- Cặp bánh không ruột Maxxis
- Yên lót nệm Kimdan
- Cổ pô Inox304...
Nay mình có nhu cầu lên xe nên để lại, xe phù hợp cho anh em cày cuốc. 
Đảm bảo mua về chỉ chạy, không làm gì thêm.
Gọi mình nhé!",13,Suzuki Xbike
18,13.66,16.04,Quận Phú Nhuận,Honda,Wave,4400,Xe số,100 - 175 cc,Việt Nam,"Wave A trùm mền Nhà còn dư con Wave a trùm mền vợ mình ko nhu cầu dùng nữa cần bán, xe mới đi được 4k4 cây số, xe mới 99% xe đa số trùm mền 
Biển số TP HCM 9 chủ 1 đời chủ ace ai có nhu cầu mua xe cũ về dùng thì đây là con xe ko làm ace thất vọng, bao thầy thợ đến xem tận nhà, giá ko bớt ace ai thật sự quan tâm hãy alo, xin đọc kỹ tin dùm mình tránh kỳ kèo mất time cả 2 , thank ace đã xem tin",4,Honda Wave
